,Datetime,Likes_Count,retweet_Count,Tweet Id,Text,Username
75,2021-04-27 10:52:10+00:00,0,0,1386996590271938561,"It's funny how RuPaul always asks Queens for Uniqueness in his acronym but 90% of the winners are the same and they don't actually praise anything ""different"". #DragRace",MrCellophane121
76,2021-04-27 10:35:13+00:00,0,0,1386992322815090694,"Boris Johnson, Carrie Symonds and their 'John Lewis furniture nightmare'

I wonder if they know that one of the main causes of anxiety and depression in first world countries is major financial inequality?

#mentalhealth",MrCellophane121
77,2021-04-27 10:30:45+00:00,0,0,1386991197059682305,"#ThisMorning if you want to know what major financial inequality looks like, it's something like this: https://t.co/m794u5YRe6",MrCellophane121
78,2021-04-27 10:30:08+00:00,0,0,1386991044127084551,"#ThisMorning

You're so keen on helping people and showing them the best ways to live, how about addressing that one of the main causes for #depression and #anxiety in first world countries is major financial inequality.",MrCellophane121
79,2021-04-27 10:24:27+00:00,1,0,1386989611868688387,"@ThiccZelda @kevunn I've been reaching out for years and all I ever got told was that I was selfish and entitled expecting other people to help me because I'm not important enough to help. I've also been in therapy for years which hasn't helped either.

I appreciate your message though.",MrCellophane121
80,2021-04-27 09:15:36+00:00,10,0,1386972287509962754,"@kevunn I love people who share this sentiment with the hopes of raising somebody's spirit but sadly I'm not convinced it'll get better for me. I've been trying to improve for so long and the world has just basically told me ""Nope, you're not worth helping"".",MrCellophane121
81,2021-04-27 08:51:07+00:00,0,0,1386966124454088706,"#Lorraine, since you probably didn't see it yesterday and are doing yet ANOTHER day of #Oscars coverage. https://t.co/faLPLTRbxZ",MrCellophane121
82,2021-04-27 08:45:22+00:00,2,0,1386964677171847168,"@leeleeCThomas Yup, she's worth about $6 million.",MrCellophane121
83,2021-04-26 20:25:56+00:00,0,0,1386778595067142146,"If dollars were seconds:

Jeff Bezos has 6151 years
Elon Musk has 5612 years

The average UK male, in his lifetime, will earn 1.4 weeks.

This sort of financial #inequality is one of the leading causes of #mentalhealth problems in first world countries.",MrCellophane121
84,2021-04-26 20:16:57+00:00,3,0,1386776334244974597,@DanPriceSeattle Kate Pickett and Richard G. Wilkinson wrote a book called The Inner Level where they say that one of the main reasons for depression and anxiety in first world countries is due to the major financial inequality.,MrCellophane121
85,2021-04-26 15:50:39+00:00,46,5,1386709316384825345,"@BuzzFeed The most awkward moment for me was realising that financial inequality is one of the main causes of anxiety and depression in first world countries, and here we are celebrating it because we don't give a shit about people unless they're famous.",MrCellophane121
86,2021-04-26 15:48:52+00:00,2,0,1386708868214964224,"#letthebodiespilehigh (there's always a new hashtag that comes along after I post)

(Also, ignore the typo, it's supposed to be debating ""if"", not ""is"") https://t.co/QnwheiK9EW",MrCellophane121
87,2021-04-26 13:34:42+00:00,0,0,1386675105212911618,"@BuzzFeed ""Feel old yet, here are successful people who were more successful than you ten years ago and are now even MORE successful than you. What have you done with your shitty life?""

Thanks Buzzfeed, just what my crippling depression needed today.",MrCellophane121
88,2021-04-26 13:32:25+00:00,0,0,1386674528827367424,I was going to add #MentalHealthMatters but that's not true. Nobody cares about the mental health of the scum at the bottom of the social ladder. It's only the mental health of the rich and famous that people actually care about.,MrCellophane121
89,2021-04-26 13:32:25+00:00,0,0,1386674527413882885,"So what's the point in continuing being miserable ALL the time when nobody actually cares enough to help.

Nobody becomes successful all on their own but I'm not important enough to help.

#SuicidePrevention #SuicideAwareness #mentalhealth",MrCellophane121
90,2021-04-26 13:32:24+00:00,0,0,1386674526029860864,"And for people worrying about GCSEs and A-Levels.

I got good grades for both, I got a 2:1 in my degree and now I'm wondering whether my life is even worth living because nobody actually cares about me.

At least take some solace that grades don't mean shit anymore.",MrCellophane121
91,2021-04-26 13:32:24+00:00,0,0,1386674524712808448,"People boasting about being GCSE educated and having great jobs.

Wonderful, I've got a degree and the only job I could get was in a supermarket.

It's just one reason I hate this world.

It's not about what you know, it's about who you know.",MrCellophane121
92,2021-04-26 12:58:23+00:00,3,0,1386665965589569538,"And even if they don't actively want to see bodies piled high, they still wouldn't give a shit if yours was a body on that pile because we've bred this societal gap that means they don't have to care about anybody beneath them or their inconsequential lives.",MrCellophane121
93,2021-04-26 12:58:23+00:00,15,3,1386665964180287489,"Why are we even debating is Boris Johnson said the shit about #BodiesPiledHigh.

All rich and famous people are the same, they'd all rather see ""bodies piled high"" before anything affects them, their fame or their fortune.

That's just the stupid fucking world we live in now.",MrCellophane121
94,2021-04-26 11:59:20+00:00,0,0,1386651105631817729,"Oh and while we're doing this, and #LooseWomen likes to go on about #mentalhealth they should be aware of this.

And they should be aware that they are actively participating in ensuring others negative mental health doesn't get better. https://t.co/faLPLTRbxZ",MrCellophane121
95,2021-04-26 09:53:39+00:00,1,0,1386619474909057026,"People really will go crazy over anything Zendaya does, won't they?

It shows how far past it we've gone when people are cheering a naturally thin millionaire for looking good and yet couldn't give a crap about people struggling.

#Oscars",MrCellophane121
96,2021-04-26 09:52:16+00:00,1,0,1386619128358838272,"Hey, #ThisMorning, maybe you'd like to know this too?

Also, were you aware that you're part of the problem?

While you think you're ""doing no harm"" paying your presenters obscene wages, you're actually causing #mentalhealth problems for other people. https://t.co/faLPLTRbxZ",MrCellophane121
97,2021-04-26 08:39:25+00:00,2,0,1386600791587409923,@BritishVogue It'll go to somebody wearing a dress that costs more than a house and definitely more than most people will see in their lifetime.,MrCellophane121
98,2021-04-26 08:38:32+00:00,4,0,1386600572158099460,"Hey, #Lorraine, did you know that financial inequality is one of the leading causes of depression and anxiety in first world countries?

So, maybe not everybody really loves overpaid celebrities showing how overpaid they are. #Oscars",MrCellophane121
99,2021-04-26 08:35:00+00:00,0,0,1386599682483408896,@kenolin1 Financial inequality is one of the leading causes of depression and anxiety in first world countries. These people think they're doing no harm by taking these massive salaries/bonuses but they are actively hurting other people by doing it.,MrCellophane121
100,2021-04-25 21:47:17+00:00,0,0,1386436678978478083,"As if celebrities don't get enough already, the #Oscars2021 goody bags are apparently worth £200,000.

That's an amount most will never see and celebs get given it for free.

Why do they even need that?

Oh, right, because they're famous and better than us scum.

#Oscars",MrCellophane121
101,2021-04-25 21:43:29+00:00,0,0,1386435720156418054,"@Merman_Melville Did you know that by not helping others he's also hurting them?

Financial inequality/instability is one of the leading causes of depression and anxiety in 1st World Countries.

Elon Musk is one of the reasons I don't want to live in this world anymore. It's just not fair.",MrCellophane121
102,2021-04-25 21:03:57+00:00,0,0,1386425774643847169,"Everything you need to know is that these people get paid too much and financial inequality/uncertainty/instability is one of the biggest reasons for poor #mentalhealth in 1st world countries.

#Oscars2021 #Oscars https://t.co/nh0evXQQOY",MrCellophane121
103,2021-04-25 15:01:54+00:00,6,0,1386334660309966848,"@WholesomeMeme I like these, I just wish I could convince myself they applied to me.",MrCellophane121
104,2021-04-25 13:01:08+00:00,0,0,1386304268597043200,"This news is: Celebrity shaves.

That's it. That's what you've paid somebody to write a whole article about.

That's how much we deify celebrities. When they shave it's newsworthy. https://t.co/rFMQovq0tk",MrCellophane121
105,2021-04-25 12:38:17+00:00,0,0,1386298517686259715,Pushed myself further today and walked 5km (instead of the usual 2km). Feel good in myself having done it but feel very dizzy. Think I'll be sticking to my 2km walks for a while.,MrCellophane121
106,2021-04-25 10:50:53+00:00,0,0,1386271491701026816,"And do I honestly care about anybody who attends these protests? Not really.

These are the same people who will complain that the NHS wait-list is ""too long"". Yeah, of course it's too long, it's because of you assholes.",MrCellophane121
107,2021-04-25 10:50:53+00:00,0,0,1386271490329530370,"Yeah, it's a brutal way of looking at things but these people aren't helping society and they're putting the NHS under more strain simply because they think they know better because they read a post by Sandra on Facebook that says COVID is Fake News.",MrCellophane121
108,2021-04-25 10:50:53+00:00,0,0,1386271488827867138,If you attend any #antilockdown #antimask or #antivax protest then you should forfeit your right to be treated by the NHS. You are actively saying you know better than scientists and doctors and that they've been making the whole thing up.,MrCellophane121
109,2021-04-25 10:42:56+00:00,0,0,1386269488685985795,"While #Oscars is trending I'll just remind people that financial and income inequality is one of the main, and often cited, causes of #mentalhealth problems.",MrCellophane121
110,2021-04-25 08:52:21+00:00,1,0,1386241659231510529,"People using the Star of David and comparisons to the Holocaust to whine about lockdowns, masks and vaccines really show that they've earned the title of #COVIDIOTS",MrCellophane121
111,2021-04-25 08:48:57+00:00,0,0,1386240804323307521,@EW https://t.co/qmPrnL9YfJ,MrCellophane121
112,2021-04-25 08:45:12+00:00,0,0,1386239859573014528,#JoshFight https://t.co/3T0kC68qpj,MrCellophane121
113,2021-04-24 22:06:39+00:00,0,0,1386079165825310721,"The Josh battle thing goes to show that the internet is willing to make famous the most stupid shit and yet if you're actually trying to build a business or create your portfolio then they couldn't give a shit.

They have power, they just don't care about people.",MrCellophane121
114,2021-04-24 21:55:31+00:00,0,0,1386076362021212160,"@thetimes ""Will claims of ""illegal"" behaviour harm Boris Johnson?""

No, because this world provides loopholes and exemptions for the rich and famous whilst they keep their feet on people's heads to prevent social mobility.

The world loves them and hates anybody who isn't them.",MrCellophane121
115,2021-04-24 21:52:34+00:00,0,0,1386075618849304577,@WholesomeMeme A Cinderella Story https://t.co/H7YhNSuvRn,MrCellophane121
116,2021-04-24 12:02:35+00:00,0,0,1385927146175176704,"I watched a few @CDawgVA videos and now YouTube keeps recommending them to me but they make me feel so shit (compared to him).

Not blaming him at all (the videos are great), just wish people supported me when I did stuff and that I wasn't such a failure.",MrCellophane121
117,2021-04-24 12:00:13+00:00,0,0,1385926552123215873,I got all excited thinking I might set up an ASMR channel again. Then I remembered that I did that before and nobody cared. Now I'm unsure as to whether to do it. I can't waste more days of my life filming videos nobody will watch. #ASMR #YouTube #YouTuber,MrCellophane121
118,2021-04-24 11:57:13+00:00,0,0,1385925796804669444,"@WelshCelt And no, people haven't been following the rules all along. I work in a supermarket and I've seen hundreds of people kick off about not wearing masks because it's ""oppression"" and ""it's their right""

It's other people's right not to die too.",MrCellophane121
119,2021-04-24 11:56:15+00:00,0,0,1385925550728953856,@WelshCelt I'm really not fussed if he lifts restrictions or not. What I care about is if people don't die from a serious virus. I'd happily stay in lockdown for an entire year if it meant people weren't dying.,MrCellophane121
120,2021-04-24 11:10:12+00:00,0,0,1385913963909722112,@CyptoRevolution Actually I believe you used the word moron.,MrCellophane121
121,2021-04-24 11:09:19+00:00,0,0,1385913739925508098,"For all those only children who want to know what it's like having a brother:

The world: ""I love your haircut. Nice and clean, fresh, very smart looking, really suits you.""

Brother: ""Were they having a discount on lesbian haircuts?""",MrCellophane121
122,2021-04-24 11:02:26+00:00,0,0,1385912006574751747,@CyptoRevolution I'm just going out on a limb here but I think you're making that up to support your flimsy insult with little-to-no scientific fact.👍,MrCellophane121
123,2021-04-24 10:30:31+00:00,1,0,1385903976240009219,"Saw #LondonProtest trending and wondered what it was about. Saw Gillian McKeith was in favour of it and knew I'd be against it.

Turns out I was right.

It's anti-maskers complaining that a virus isn't going away because they won't follow the rules.

#COVIDIOTS",MrCellophane121
124,2021-04-24 10:24:18+00:00,0,0,1385902411752017921,"People thinking RuPaul is honouring Britney by having all three Lip Syncs by her when really Ru is just cashing in on a media moment.

Then again they might care about Britney because she's famous, it's only us peasants Ru (and some other judges) don't care about.",MrCellophane121
125,2021-04-24 09:08:42+00:00,2,0,1385883385491607557,@TheWeirdWorld Oh and not to mention I couldn't even get a job selling books in a bookshop with that degree.,MrCellophane121
